Category,Id,Question,Question_concat,Response,Response (group),Sentiment,Calculation1,Negative,Neutral N Values,Neutral P Values,NPS,Positive Values,responses,Value
Reliability,Respondent #9,This aspect is easy to understand and use.,Reliability - I would recommend this to others.,Strongly Disagree,negative,Positive,2,0,0.005751652759113934,1,0,1,1,2
Reliability,Respondent #50,I would recommend this to others.,Reliability - This aspect meets my expectations.,Disagree,negative,Positive,-1,-1,-0.8083482282160841,0,100,0,1,3
Reliability,Respondent #19,I find this aspect of the product satisfactory.,Reliability - I would recommend this to others.,Disagree,negative,Positive,2,-1,-0.9680141622802043,1,0,0,1,2
Reliability,Respondent #45,This aspect meets my expectations.,Reliability - This aspect meets my expectations.,Agree,positive,Positive,2,-1,-0.6708820672837756,0,-100,0,1,5
Reliability,Respondent #1,I would recommend this to others.,Reliability - This aspect is easy to understand and use.,Strongly Disagree,negative,Positive,0,-1,-0.8995523528096712,1,100,0,1,4
Reliability,Respondent #2,The performance in this area is reliable.,Reliability - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Positive,1,-1,0.30753290897426955,0,100,1,1,3
Reliability,Respondent #35,I would recommend this to others.,Reliability - The performance in this area is reliable.,Strongly Disagree,negative,Positive,1,0,0.19124931076650942,0,-100,1,1,5
Reliability,Respondent #6,I find this aspect of the product satisfactory.,Reliability - This aspect is easy to understand and use.,Disagree,negative,Positive,-2,-1,-0.22270024030803515,1,-100,1,1,2
Reliability,Respondent #11,I find this aspect of the product satisfactory.,Reliability - I would recommend this to others.,Strongly Agree,positive,Positive,-2,0,0.14026868734662212,1,100,0,1,2
Reliability,Respondent #43,I find this aspect of the product satisfactory.,Reliability - This aspect is easy to understand and use.,Strongly Agree,positive,Positive,-1,-1,0.5831840090702118,1,-100,1,1,5
Reliability,Respondent #20,I would recommend this to others.,Reliability - I find this aspect of the product satisfactory.,Strongly Agree,positive,Positive,-2,0,-0.4978328999685635,1,100,0,1,2
Reliability,Respondent #15,I would recommend this to others.,Reliability - I find this aspect of the product satisfactory.,Disagree,negative,Positive,1,0,0.757823822277182,0,0,1,1,5
Reliability,Respondent #10,I find this aspect of the product satisfactory.,Reliability - The performance in this area is reliable.,Neutral,neutral,Positive,-2,-1,0.8581038838776773,0,0,0,1,4
Reliability,Respondent #16,I would recommend this to others.,Reliability - I find this aspect of the product satisfactory.,Disagree,negative,Positive,0,-1,-0.14233468864847976,0,100,0,1,4
Reliability,Respondent #37,This aspect meets my expectations.,Reliability - I would recommend this to others.,Strongly Disagree,negative,Positive,-1,0,-0.2264047482365512,0,100,1,1,1
Reliability,Respondent #25,I find this aspect of the product satisfactory.,Reliability - This aspect meets my expectations.,Strongly Agree,positive,Positive,-1,-1,-0.6231070853377623,0,-100,0,1,2
Reliability,Respondent #19,The performance in this area is reliable.,Reliability - The performance in this area is reliable.,Disagree,negative,Positive,-1,-1,0.9408591753568745,1,-100,0,1,5
Reliability,Respondent #20,I find this aspect of the product satisfactory.,Reliability - I find this aspect of the product satisfactory.,Disagree,negative,Positive,-1,-1,-0.05032806047157812,0,100,1,1,2
Reliability,Respondent #21,This aspect meets my expectations.,Reliability - This aspect is easy to understand and use.,Disagree,negative,Positive,-2,0,-0.9185270526978797,1,-100,0,1,2
Reliability,Respondent #43,The performance in this area is reliable.,Reliability - The performance in this area is reliable.,Agree,positive,Positive,2,-1,0.6444031105005674,1,0,0,1,1
Reliability,Respondent #27,This aspect meets my expectations.,Reliability - The performance in this area is reliable.,Strongly Agree,positive,Positive,-1,0,-0.34942140643935393,1,100,1,1,3
Reliability,Respondent #25,I would recommend this to others.,Reliability - The performance in this area is reliable.,Disagree,negative,Positive,0,-1,0.5448885728038058,0,100,0,1,1
Reliability,Respondent #30,The performance in this area is reliable.,Reliability - I find this aspect of the product satisfactory.,Strongly Agree,positive,Positive,1,0,0.297743843789277,1,100,0,1,2
Reliability,Respondent #30,I would recommend this to others.,Reliability - I find this aspect of the product satisfactory.,Disagree,negative,Positive,0,-1,-0.45061321811619925,1,100,0,1,2
Reliability,Respondent #32,The performance in this area is reliable.,Reliability - This aspect meets my expectations.,Strongly Agree,positive,Positive,1,-1,-0.6383963857122874,1,100,1,1,4
Reliability,Respondent #20,I find this aspect of the product satisfactory.,Reliability - This aspect meets my expectations.,Strongly Disagree,negative,Neutral,0,0,-0.18453491130620803,1,-100,1,1,1
Reliability,Respondent #37,This aspect is easy to understand and use.,Reliability - The performance in this area is reliable.,Neutral,neutral,Neutral,-2,0,-0.4883734283247494,0,100,0,1,3
Reliability,Respondent #41,This aspect meets my expectations.,Reliability - I would recommend this to others.,Strongly Agree,positive,Neutral,-2,0,-0.48860442074772803,1,100,0,1,3
Reliability,Respondent #33,I find this aspect of the product satisfactory.,Reliability - This aspect meets my expectations.,Agree,positive,Neutral,1,-1,-0.09559692595013858,0,0,0,1,1
Reliability,Respondent #33,This aspect meets my expectations.,Reliability - I would recommend this to others.,Agree,positive,Neutral,-2,0,0.9789986520119349,1,0,0,1,1
Reliability,Respondent #7,I would recommend this to others.,Reliability - This aspect meets my expectations.,Strongly Disagree,negative,Neutral,-2,0,0.23250965471574636,1,100,0,1,2
Reliability,Respondent #30,I would recommend this to others.,Reliability - The performance in this area is reliable.,Neutral,neutral,Neutral,2,-1,0.10138935903756008,0,-100,0,1,5
Reliability,Respondent #24,This aspect meets my expectations.,Reliability - The performance in this area is reliable.,Disagree,negative,Neutral,-1,0,-0.30628793350323713,0,0,0,1,4
Reliability,Respondent #36,This aspect meets my expectations.,Reliability - This aspect is easy to understand and use.,Strongly Disagree,negative,Neutral,-2,0,0.48227632620518635,0,0,1,1,1
Reliability,Respondent #49,I would recommend this to others.,Reliability - This aspect meets my expectations.,Agree,positive,Neutral,-1,0,0.23510067643555987,0,100,1,1,3
Reliability,Respondent #33,I find this aspect of the product satisfactory.,Reliability - The performance in this area is reliable.,Disagree,negative,Neutral,1,0,-0.25141771291326687,1,100,0,1,2
Reliability,Respondent #34,I find this aspect of the product satisfactory.,Reliability - I would recommend this to others.,Agree,positive,Neutral,-1,-1,-0.13181029186329973,1,100,1,1,1
Reliability,Respondent #11,I find this aspect of the product satisfactory.,Reliability - I would recommend this to others.,Strongly Agree,positive,Neutral,1,-1,-0.000942780899271467,1,100,0,1,5
Reliability,Respondent #8,This aspect is easy to understand and use.,Reliability - I would recommend this to others.,Disagree,negative,Neutral,-2,-1,-0.9937125319446014,0,0,0,1,2
Reliability,Respondent #25,I find this aspect of the product satisfactory.,Reliability - I find this aspect of the product satisfactory.,Disagree,negative,Neutral,-1,0,0.46034731689402086,0,0,1,1,4
Reliability,Respondent #37,I find this aspect of the product satisfactory.,Reliability - The performance in this area is reliable.,Disagree,negative,Neutral,-2,0,-0.2619799466756685,0,100,1,1,3
Reliability,Respondent #2,This aspect meets my expectations.,Reliability - The performance in this area is reliable.,Strongly Agree,positive,Neutral,1,0,0.3189478987060652,1,100,1,1,2
Reliability,Respondent #33,The performance in this area is reliable.,Reliability - This aspect meets my expectations.,Disagree,negative,Neutral,-1,-1,0.2677556401961334,0,-100,1,1,1
Reliability,Respondent #39,The performance in this area is reliable.,Reliability - The performance in this area is reliable.,Agree,positive,Neutral,-2,0,0.6476953724127128,1,0,0,1,1
Reliability,Respondent #2,The performance in this area is reliable.,Reliability - I would recommend this to others.,Neutral,neutral,Neutral,-2,-1,-0.46822506360776117,0,0,0,1,3
Reliability,Respondent #26,I find this aspect of the product satisfactory.,Reliability - I find this aspect of the product satisfactory.,Neutral,neutral,Neutral,2,0,0.28340034303165784,1,-100,0,1,5
Reliability,Respondent #42,This aspect is easy to understand and use.,Reliability - I would recommend this to others.,Strongly Agree,positive,Neutral,0,0,0.9255930831527206,1,-100,1,1,5
Reliability,Respondent #40,This aspect meets my expectations.,Reliability - The performance in this area is reliable.,Strongly Agree,positive,Neutral,2,0,0.07028893884509158,1,0,1,1,1
Reliability,Respondent #29,This aspect is easy to understand and use.,Reliability - This aspect meets my expectations.,Neutral,neutral,Neutral,1,0,0.885397516986532,0,-100,1,1,4
Reliability,Respondent #44,The performance in this area is reliable.,Reliability - The performance in this area is reliable.,Strongly Agree,positive,Neutral,2,0,-0.28121593403441203,1,0,1,1,5
Reliability,Respondent #22,This aspect is easy to understand and use.,Reliability - This aspect meets my expectations.,Strongly Agree,positive,Neutral,1,0,-0.6097306010440291,0,-100,1,1,4
Reliability,Respondent #12,I find this aspect of the product satisfactory.,Reliability - I would recommend this to others.,Agree,positive,Neutral,1,0,-0.3360512240190414,1,100,0,1,1
Reliability,Respondent #47,I find this aspect of the product satisfactory.,Reliability - This aspect is easy to understand and use.,Strongly Disagree,negative,Neutral,1,-1,0.1641912381517654,1,0,0,1,4
Reliability,Respondent #33,I find this aspect of the product satisfactory.,Reliability - I would recommend this to others.,Neutral,neutral,Neutral,2,0,-0.3168089292711347,1,0,1,1,3
Reliability,Respondent #10,This aspect is easy to understand and use.,Reliability - The performance in this area is reliable.,Disagree,negative,Neutral,1,0,-0.27940217426447367,1,-100,0,1,2
Reliability,Respondent #25,This aspect meets my expectations.,Reliability - I find this aspect of the product satisfactory.,Strongly Agree,positive,Neutral,0,0,0.4232063452285162,1,-100,1,1,1
Reliability,Respondent #18,I find this aspect of the product satisfactory.,Reliability - I would recommend this to others.,Strongly Agree,positive,Neutral,1,0,-0.3575003239520622,0,-100,0,1,3
Reliability,Respondent #8,This aspect meets my expectations.,Reliability - The performance in this area is reliable.,Neutral,neutral,Neutral,2,0,0.002315225809244703,0,100,0,1,2
Reliability,Respondent #17,I find this aspect of the product satisfactory.,Reliability - The performance in this area is reliable.,Strongly Disagree,negative,Neutral,-1,-1,0.8230228716467944,1,-100,1,1,4
Reliability,Respondent #36,This aspect is easy to understand and use.,Reliability - This aspect meets my expectations.,Strongly Disagree,negative,Neutral,2,0,-0.5184992185161545,0,-100,1,1,4
Reliability,Respondent #16,I would recommend this to others.,Reliability - I find this aspect of the product satisfactory.,Strongly Agree,positive,Neutral,-1,0,-0.668146624220517,1,-100,0,1,4
Reliability,Respondent #36,This aspect meets my expectations.,Reliability - This aspect meets my expectations.,Agree,positive,Neutral,2,0,0.4852688529519713,0,100,1,1,2
Reliability,Respondent #28,I would recommend this to others.,Reliability - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Neutral,1,-1,0.20811536837244593,1,-100,0,1,2
Reliability,Respondent #12,I find this aspect of the product satisfactory.,Reliability - I find this aspect of the product satisfactory.,Agree,positive,Neutral,1,0,0.8841304360723441,0,0,1,1,4
Reliability,Respondent #18,I find this aspect of the product satisfactory.,Reliability - The performance in this area is reliable.,Strongly Disagree,negative,Neutral,1,0,0.13038660813222847,1,0,0,1,1
Reliability,Respondent #38,I find this aspect of the product satisfactory.,Reliability - The performance in this area is reliable.,Disagree,negative,Negative,1,0,-0.03402629884571784,1,0,0,1,2
Reliability,Respondent #46,The performance in this area is reliable.,Reliability - I find this aspect of the product satisfactory.,Agree,positive,Negative,-2,0,-0.5286554981050386,0,0,0,1,3
Reliability,Respondent #37,I would recommend this to others.,Reliability - I find this aspect of the product satisfactory.,Strongly Agree,positive,Negative,1,-1,0.5809426702216771,0,0,0,1,2
Reliability,Respondent #45,I would recommend this to others.,Reliability - This aspect is easy to understand and use.,Disagree,negative,Negative,2,0,0.7941417698592235,1,-100,0,1,1
Reliability,Respondent #20,I find this aspect of the product satisfactory.,Reliability - This aspect is easy to understand and use.,Neutral,neutral,Negative,2,0,-0.43166765866832235,0,-100,1,1,5
Reliability,Respondent #49,I find this aspect of the product satisfactory.,Reliability - I would recommend this to others.,Strongly Disagree,negative,Negative,-2,0,0.23958440624786514,1,0,0,1,2
Reliability,Respondent #16,The performance in this area is reliable.,Reliability - I would recommend this to others.,Agree,positive,Negative,0,-1,-0.973049765312433,0,100,0,1,5
Reliability,Respondent #12,This aspect meets my expectations.,Reliability - I find this aspect of the product satisfactory.,Strongly Agree,positive,Negative,1,0,-0.860507963382356,1,100,0,1,5
Reliability,Respondent #47,The performance in this area is reliable.,Reliability - This aspect meets my expectations.,Agree,positive,Negative,0,0,-0.6449642723194082,1,0,1,1,5
Reliability,Respondent #23,This aspect meets my expectations.,Reliability - I would recommend this to others.,Agree,positive,Negative,-2,-1,-0.12827192045210012,0,100,1,1,1
Reliability,Respondent #21,This aspect is easy to understand and use.,Reliability - This aspect meets my expectations.,Disagree,negative,Negative,1,0,0.16960452402537407,1,-100,0,1,4
Reliability,Respondent #25,This aspect meets my expectations.,Reliability - I find this aspect of the product satisfactory.,Agree,positive,Negative,0,-1,-0.45081098415642185,0,100,1,1,5
Reliability,Respondent #15,I would recommend this to others.,Reliability - I would recommend this to others.,Neutral,neutral,Negative,1,0,-0.7797604586471443,1,-100,0,1,2
Reliability,Respondent #2,This aspect is easy to understand and use.,Reliability - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Negative,0,0,-0.45261625782963755,1,100,1,1,2
Reliability,Respondent #30,I find this aspect of the product satisfactory.,Reliability - This aspect meets my expectations.,Strongly Disagree,negative,Negative,-2,-1,-0.01738148630626979,0,-100,1,1,1
Reliability,Respondent #30,I find this aspect of the product satisfactory.,Reliability - I find this aspect of the product satisfactory.,Neutral,neutral,Negative,2,-1,-0.2033030374181588,1,-100,1,1,4
Reliability,Respondent #3,I find this aspect of the product satisfactory.,Reliability - The performance in this area is reliable.,Strongly Disagree,negative,Negative,1,0,-0.8295705879417565,0,-100,1,1,5
Reliability,Respondent #32,I find this aspect of the product satisfactory.,Reliability - The performance in this area is reliable.,Strongly Disagree,negative,Negative,0,-1,-0.4739179708655925,0,-100,1,1,2
Reliability,Respondent #19,This aspect meets my expectations.,Reliability - I find this aspect of the product satisfactory.,Disagree,negative,Negative,2,-1,-0.59206219499118,0,100,1,1,1
Reliability,Respondent #23,This aspect is easy to understand and use.,Reliability - The performance in this area is reliable.,Strongly Disagree,negative,Negative,0,-1,0.8789715905232964,0,-100,0,1,3
Reliability,Respondent #23,This aspect meets my expectations.,Reliability - I would recommend this to others.,Strongly Disagree,negative,Negative,0,-1,-0.037813710822620195,1,-100,1,1,3
Reliability,Respondent #40,The performance in this area is reliable.,Reliability - I find this aspect of the product satisfactory.,Strongly Agree,positive,Negative,1,-1,-0.6204957740273589,1,0,1,1,4
Reliability,Respondent #24,This aspect is easy to understand and use.,Reliability - This aspect meets my expectations.,Agree,positive,Negative,-1,-1,0.4861660497769238,1,0,1,1,2
Reliability,Respondent #50,This aspect meets my expectations.,Reliability - This aspect is easy to understand and use.,Disagree,negative,Negative,2,0,-0.557610125501653,0,-100,1,1,2
Reliability,Respondent #1,I find this aspect of the product satisfactory.,Reliability - I find this aspect of the product satisfactory.,Disagree,negative,Negative,2,0,-0.1015769640541857,0,-100,1,1,4
Reliability,Respondent #45,I find this aspect of the product satisfactory.,Reliability - The performance in this area is reliable.,Strongly Agree,positive,Negative,-1,-1,-0.19651979111112805,1,0,0,1,5
Reliability,Respondent #39,The performance in this area is reliable.,Reliability - This aspect is easy to understand and use.,Agree,positive,Negative,0,0,-0.7699340922520101,1,-100,1,1,3
Reliability,Respondent #12,I find this aspect of the product satisfactory.,Reliability - I find this aspect of the product satisfactory.,Disagree,negative,Negative,-2,0,0.03903274262289713,0,0,0,1,1
Reliability,Respondent #29,This aspect meets my expectations.,Reliability - I would recommend this to others.,Strongly Agree,positive,Negative,-1,0,-0.35837643606049574,1,-100,1,1,2
Reliability,Respondent #47,I would recommend this to others.,Reliability - The performance in this area is reliable.,Agree,positive,Negative,2,0,0.7002453227284364,1,100,0,1,5
Reliability,Respondent #35,The performance in this area is reliable.,Reliability - This aspect meets my expectations.,Agree,positive,Negative,0,-1,-0.07342879679880365,1,100,1,1,4
Reliability,Respondent #7,This aspect is easy to understand and use.,Reliability - I would recommend this to others.,Strongly Disagree,negative,Negative,1,-1,-0.2735239821824884,1,0,0,1,3
Reliability,Respondent #39,This aspect meets my expectations.,Reliability - This aspect is easy to understand and use.,Strongly Agree,positive,Negative,-2,-1,0.6808266080508809,0,100,0,1,5
Reliability,Respondent #43,I would recommend this to others.,Reliability - I find this aspect of the product satisfactory.,Disagree,negative,Negative,-2,0,-0.23532164992755678,0,0,0,1,3
Reliability,Respondent #16,This aspect is easy to understand and use.,Reliability - This aspect meets my expectations.,Strongly Agree,positive,Negative,2,0,0.5671907427392615,0,-100,0,1,5
Reliability,Respondent #47,This aspect meets my expectations.,Reliability - I would recommend this to others.,Strongly Agree,positive,Negative,-1,0,-0.2445771803443353,1,0,1,1,4
Reliability,Respondent #2,The performance in this area is reliable.,Reliability - I would recommend this to others.,Agree,positive,Negative,-2,-1,-0.5236425997051801,0,0,0,1,1
Reliability,Respondent #16,This aspect meets my expectations.,Reliability - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Negative,0,-1,0.3999213966635575,0,-100,0,1,4
Reliability,Respondent #25,This aspect meets my expectations.,Reliability - The performance in this area is reliable.,Strongly Agree,positive,Negative,-2,-1,0.9063046375675567,0,100,0,1,4
Reliability,Respondent #3,This aspect is easy to understand and use.,Reliability - This aspect meets my expectations.,Agree,positive,Negative,2,-1,-0.33175345222397357,1,-100,0,1,4
Reliability,Respondent #37,This aspect meets my expectations.,Reliability - The performance in this area is reliable.,Agree,positive,Negative,-2,0,-0.7479767840214571,0,0,1,1,1
Reliability,Respondent #13,This aspect is easy to understand and use.,Reliability - This aspect is easy to understand and use.,Agree,positive,Negative,0,-1,0.7085579014052481,1,0,0,1,4
Reliability,Respondent #41,I would recommend this to others.,Reliability - This aspect is easy to understand and use.,Strongly Disagree,negative,Negative,-2,-1,0.9433357227849781,1,0,1,1,3
Reliability,Respondent #10,The performance in this area is reliable.,Reliability - This aspect meets my expectations.,Neutral,neutral,Negative,-2,0,-0.5375211671943434,0,100,0,1,1
Innovation,Respondent #47,I would recommend this to others.,Innovation - This aspect is easy to understand and use.,Strongly Disagree,negative,Positive,-2,0,-0.39190471572917107,0,-100,0,1,2
Innovation,Respondent #48,This aspect is easy to understand and use.,Innovation - I find this aspect of the product satisfactory.,Disagree,negative,Positive,-2,0,0.07081420758737789,1,-100,1,1,4
Innovation,Respondent #21,This aspect is easy to understand and use.,Innovation - The performance in this area is reliable.,Disagree,negative,Positive,-1,-1,0.24754101391859495,0,0,1,1,4
Innovation,Respondent #38,I would recommend this to others.,Innovation - I would recommend this to others.,Strongly Agree,positive,Positive,-1,-1,-0.5525381262019335,0,0,0,1,4
Innovation,Respondent #12,I would recommend this to others.,Innovation - This aspect meets my expectations.,Agree,positive,Positive,-1,0,-0.8455968214716658,0,0,1,1,4
Innovation,Respondent #16,I find this aspect of the product satisfactory.,Innovation - I find this aspect of the product satisfactory.,Agree,positive,Positive,-1,0,-0.6689492782408533,0,100,1,1,5
Innovation,Respondent #36,I find this aspect of the product satisfactory.,Innovation - The performance in this area is reliable.,Agree,positive,Positive,0,0,-0.2805727353239724,1,-100,0,1,2
Innovation,Respondent #3,This aspect meets my expectations.,Innovation - This aspect meets my expectations.,Strongly Disagree,negative,Positive,-2,0,-0.44266778426789233,0,-100,0,1,5
Innovation,Respondent #2,This aspect meets my expectations.,Innovation - The performance in this area is reliable.,Strongly Agree,positive,Positive,0,-1,-0.027253405883197912,0,0,1,1,1
Innovation,Respondent #35,I find this aspect of the product satisfactory.,Innovation - This aspect is easy to understand and use.,Agree,positive,Positive,0,0,-0.32378806227410006,0,-100,0,1,2
Innovation,Respondent #11,This aspect meets my expectations.,Innovation - The performance in this area is reliable.,Disagree,negative,Positive,0,-1,0.8139680252909574,1,0,0,1,1
Innovation,Respondent #28,I would recommend this to others.,Innovation - The performance in this area is reliable.,Strongly Agree,positive,Positive,-1,-1,-0.00489851002627173,0,0,1,1,2
Innovation,Respondent #31,This aspect meets my expectations.,Innovation - This aspect is easy to understand and use.,Disagree,negative,Positive,-2,-1,0.24242577821151112,1,100,0,1,2
Innovation,Respondent #17,I find this aspect of the product satisfactory.,Innovation - This aspect is easy to understand and use.,Agree,positive,Positive,1,0,-0.16803634508926635,1,0,1,1,1
Innovation,Respondent #23,I find this aspect of the product satisfactory.,Innovation - I find this aspect of the product satisfactory.,Strongly Agree,positive,Positive,2,0,-0.6718895852351432,0,-100,1,1,1
Innovation,Respondent #37,I find this aspect of the product satisfactory.,Innovation - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Positive,-2,0,-0.9357599842841018,1,100,1,1,5
Innovation,Respondent #45,This aspect meets my expectations.,Innovation - I would recommend this to others.,Agree,positive,Positive,1,-1,0.32681388686099333,0,-100,0,1,5
Innovation,Respondent #11,This aspect is easy to understand and use.,Innovation - This aspect meets my expectations.,Disagree,negative,Positive,1,0,0.7121407363704839,0,0,0,1,1
Innovation,Respondent #5,This aspect meets my expectations.,Innovation - The performance in this area is reliable.,Disagree,negative,Positive,1,-1,-0.5086660180512057,1,-100,0,1,4
Innovation,Respondent #35,I find this aspect of the product satisfactory.,Innovation - This aspect meets my expectations.,Neutral,neutral,Positive,-2,-1,-0.5675798651127613,1,100,0,1,4
Innovation,Respondent #30,I find this aspect of the product satisfactory.,Innovation - I find this aspect of the product satisfactory.,Neutral,neutral,Positive,-1,-1,-0.7315624888582084,1,100,0,1,2
Innovation,Respondent #44,This aspect meets my expectations.,Innovation - The performance in this area is reliable.,Strongly Agree,positive,Positive,-1,0,-0.7424978832755629,0,100,0,1,2
Innovation,Respondent #39,I would recommend this to others.,Innovation - This aspect meets my expectations.,Disagree,negative,Positive,-2,0,-0.014099178929677603,1,-100,1,1,2
Innovation,Respondent #39,This aspect is easy to understand and use.,Innovation - This aspect meets my expectations.,Disagree,negative,Positive,-1,0,0.051112292526893865,1,-100,1,1,3
Innovation,Respondent #47,This aspect is easy to understand and use.,Innovation - The performance in this area is reliable.,Disagree,negative,Positive,0,0,-0.6486356255441701,0,100,1,1,3
Innovation,Respondent #22,I would recommend this to others.,Innovation - This aspect is easy to understand and use.,Strongly Disagree,negative,Positive,0,-1,0.1919547611978909,0,0,1,1,3
Innovation,Respondent #42,The performance in this area is reliable.,Innovation - I find this aspect of the product satisfactory.,Disagree,negative,Positive,-2,-1,-0.4692010230177819,0,100,1,1,2
Innovation,Respondent #11,I would recommend this to others.,Innovation - The performance in this area is reliable.,Disagree,negative,Positive,1,-1,-0.12638144533710483,0,-100,0,1,5
Innovation,Respondent #8,I would recommend this to others.,Innovation - This aspect meets my expectations.,Agree,positive,Positive,2,0,0.575986510864235,1,100,1,1,3
Innovation,Respondent #49,This aspect meets my expectations.,Innovation - This aspect meets my expectations.,Strongly Disagree,negative,Positive,2,-1,-0.5690360463160062,0,0,0,1,3
Innovation,Respondent #28,I find this aspect of the product satisfactory.,Innovation - This aspect meets my expectations.,Neutral,neutral,Positive,1,0,-0.23973613707267005,1,-100,1,1,1
Innovation,Respondent #11,I find this aspect of the product satisfactory.,Innovation - This aspect meets my expectations.,Disagree,negative,Positive,-2,-1,-0.02418558804223392,1,-100,0,1,5
Innovation,Respondent #49,This aspect meets my expectations.,Innovation - This aspect meets my expectations.,Strongly Disagree,negative,Positive,1,0,-0.8939566887783579,1,0,0,1,1
Innovation,Respondent #27,I find this aspect of the product satisfactory.,Innovation - This aspect meets my expectations.,Agree,positive,Positive,1,-1,0.22947823927121602,1,0,0,1,2
Innovation,Respondent #50,This aspect is easy to understand and use.,Innovation - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Positive,2,0,-0.6016968632934645,1,-100,0,1,4
Innovation,Respondent #20,The performance in this area is reliable.,Innovation - The performance in this area is reliable.,Disagree,negative,Positive,0,-1,-0.9565074111497911,1,-100,1,1,4
Innovation,Respondent #22,I would recommend this to others.,Innovation - I would recommend this to others.,Strongly Disagree,negative,Positive,0,-1,-0.6052948296387255,0,-100,0,1,2
Innovation,Respondent #30,I find this aspect of the product satisfactory.,Innovation - The performance in this area is reliable.,Neutral,neutral,Positive,1,0,0.7773846381157703,1,-100,1,1,5
Innovation,Respondent #14,This aspect meets my expectations.,Innovation - I would recommend this to others.,Neutral,neutral,Positive,-2,-1,-0.6579013736914108,1,0,1,1,4
Innovation,Respondent #41,I would recommend this to others.,Innovation - This aspect is easy to understand and use.,Strongly Disagree,negative,Positive,-2,-1,0.6036335882118176,1,-100,1,1,3
Innovation,Respondent #35,This aspect is easy to understand and use.,Innovation - This aspect meets my expectations.,Strongly Agree,positive,Positive,2,0,0.800878673981845,1,0,1,1,2
Innovation,Respondent #32,This aspect meets my expectations.,Innovation - The performance in this area is reliable.,Neutral,neutral,Positive,2,0,0.7623974045674711,1,-100,1,1,1
Innovation,Respondent #21,This aspect is easy to understand and use.,Innovation - I would recommend this to others.,Agree,positive,Positive,-1,0,0.6409427026820316,0,-100,1,1,5
Innovation,Respondent #22,This aspect meets my expectations.,Innovation - I would recommend this to others.,Strongly Agree,positive,Positive,1,-1,-0.054411802715403024,0,0,1,1,3
Innovation,Respondent #16,This aspect is easy to understand and use.,Innovation - I would recommend this to others.,Disagree,negative,Positive,-1,-1,-0.610540882820596,1,0,0,1,3
Innovation,Respondent #35,I find this aspect of the product satisfactory.,Innovation - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Positive,-1,-1,0.6883038408181157,1,-100,1,1,4
Innovation,Respondent #7,This aspect meets my expectations.,Innovation - The performance in this area is reliable.,Agree,positive,Neutral,-1,-1,0.4315951751015814,1,100,1,1,3
Innovation,Respondent #42,The performance in this area is reliable.,Innovation - I would recommend this to others.,Agree,positive,Neutral,1,-1,-0.48885396588230523,1,100,1,1,4
Innovation,Respondent #7,The performance in this area is reliable.,Innovation - This aspect meets my expectations.,Strongly Agree,positive,Neutral,0,-1,0.5168301497921444,0,0,1,1,5
Innovation,Respondent #44,This aspect meets my expectations.,Innovation - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Neutral,1,0,0.5095753407297396,0,-100,1,1,4
Innovation,Respondent #37,I find this aspect of the product satisfactory.,Innovation - This aspect is easy to understand and use.,Agree,positive,Neutral,-1,0,-0.0007593077957255279,0,0,1,1,5
Innovation,Respondent #17,I find this aspect of the product satisfactory.,Innovation - This aspect meets my expectations.,Strongly Agree,positive,Neutral,-1,0,-0.7740156989073543,0,-100,0,1,2
Innovation,Respondent #5,I would recommend this to others.,Innovation - This aspect is easy to understand and use.,Neutral,neutral,Neutral,1,-1,-0.8047708256778476,1,0,1,1,5
Innovation,Respondent #9,I find this aspect of the product satisfactory.,Innovation - I would recommend this to others.,Agree,positive,Neutral,-1,0,-0.3739356949021664,1,100,0,1,4
Innovation,Respondent #40,This aspect meets my expectations.,Innovation - I would recommend this to others.,Strongly Agree,positive,Neutral,1,0,0.9573044452378456,0,100,0,1,2
Innovation,Respondent #10,This aspect meets my expectations.,Innovation - I would recommend this to others.,Strongly Agree,positive,Neutral,2,-1,0.6982409644407841,0,-100,0,1,4
Innovation,Respondent #22,The performance in this area is reliable.,Innovation - I would recommend this to others.,Disagree,negative,Neutral,-1,0,0.2815007104517877,0,100,1,1,4
Innovation,Respondent #32,I find this aspect of the product satisfactory.,Innovation - The performance in this area is reliable.,Neutral,neutral,Neutral,1,0,-0.21484092937327648,1,100,1,1,2
Innovation,Respondent #9,This aspect is easy to understand and use.,Innovation - The performance in this area is reliable.,Neutral,neutral,Neutral,2,-1,-0.4748231018045841,0,100,0,1,5
Innovation,Respondent #36,I would recommend this to others.,Innovation - This aspect meets my expectations.,Strongly Disagree,negative,Neutral,0,0,-0.8903484072513597,0,100,0,1,3
Innovation,Respondent #28,The performance in this area is reliable.,Innovation - The performance in this area is reliable.,Neutral,neutral,Neutral,-2,-1,-0.18823238553609434,1,-100,1,1,4
Innovation,Respondent #12,The performance in this area is reliable.,Innovation - I find this aspect of the product satisfactory.,Disagree,negative,Neutral,-2,0,-0.4070394120770393,1,100,0,1,3
